abb	abban
vállni	válni
vállárul	válláról
vállás	válás
válnyi	válni
válott	vált
változatalan	változatlan
változnyi	változni
változtatnyi	változtatni
vályu	vályú
vályujába	vályújába
vályut	vályút
vándorónak	vándorolnak
vándorótak	vándoroltak
vándorútjokat	vándorútjukat
várakozásosk	várakozások
várambúl	váramból
várast	várost
várbul	várból
várbúl	várból
várgyon	várjon
várjonak	várjanak
várjá	várj
várnyi	várni
városbúl	városból
várossa	városa
várossába	városába
várossán	városán
várossának	városának
várossát	városát
várostyák	városatyák
városunkot	városunkat
városvégére	városvégre
városvígen	városvégen
vártánl	vártnál
vásznakt	vásznat
vászonbó	vászonból
vászonnémű	vászonnemű
vászonnéművel	vászonneművel
vásárbó	vásárból
vásáronn	vásáron
vásárró	vásárról
vátott	váltott
vátoznak	változnak
vátozott	változott
vátozzon	változzon
vázsonyra	vászonra
védlő	vedlő
végedes-végig	véges-végig
végibe	végébe
végiben	végében
végig-hossig	végig-hosszig
végighuzza	végighúzza
végigsimitunk	végigsimítunk
végigszaladott	végigszaladt
végigsímította	végigsimította
végin	végén
véginek	végének
végire	végére
végit	végét
végivel	végével
végre-végre	végre
végta	vágta
végtire	végtére
végégig	végéig
végín	végén
végőnk	végünk
végűl	végül
véla	vele
véletleneő	véletlenül
vélle	vele
vélled	veled
véllek	velük
véllekedett	vélekedett
véllem	vélem
vélletek	veletek
véllik	velük
véllünk	velünk
vélë	vele
vélük	velük
vénasszon	vénasszony
vénaszszonyhoz	vénasszonyhoz
vénaszszonynak	vénasszonynak
vénségire	vénségére
vénűl	vénül
véressek	véresek
vérható	várható
véri	vére
vérit	vérét
vérivel	vérével
vérveres	vérvörös
vérös	véres
vëgig	végig
vëgyë	vegye
vëkába	vékába
vëlë	vele
vën	vén
vësz	vész
vësznek	vesznek
vígadtak	vigadtak
vígasság	vigasság
vígasztalta	vigasztalta
vígasztalásom	vigasztalásom
vígaz	vígan
víge	vége
vígez	végez
vígezte	végezte
vígeztettek	végeztettek
vígeztivel	végeztével
vígig	végig
vígighalad	végighalad
vígigmenyünk	végigmegyünk
vígin	végén
vígire	végére
vígit	végét
vígon	vígan
vígre	végre
vígül	végül
víhattak	vívhattak
víka	véka
víkát	vékát
vín	vén
vínak	vívnak
vínasszonnyal	vénasszonnyal
vínasszony	vénasszony
vínasszonyt	vénasszonyt
víni	vívni
vínia	vívnia
vínyebbik	vénebbik
víradtkor	virradatkor
víreset	véreset
víssza	vissza
vítte	vitte
vívik	vív
vívásná	vívásnál
vízbő	vízből
vízet	vizet
vízibe	vizébe
vízirt	vízért
vízkelezőt	vízkezelőt
víztelenségiről	víztelenségéről
víztűl	víztől
vízírt	vízért
vó	volt
vólt	volt
vóltak	voltak
vón	volna
vóna	volna
vónák	volnék
vónálak	volnálak
vónék	volnék
vór	volt
vót	volt
vótak	voltak
vótam	voltam
vótunk	voltunk
vótá	voltál
vótál	voltál
vóut	volt
vóút	volt
vödörbű	vödörből
vögyél	vegyél
vöröstengerbe	vörös-tengerbe
vöszi	veszi
vöszöd	veszed
vöszöm	veszem
vöt	volt
vött	vett
vövött	vett
vút	volt
vüsznek	visznek
vőfiény	vőfély
vőfények	vőfélyek
vőgy	völgy
vőgybe	völgybe
vőgyön	völgyön
vőjjinek	vőjének
vőjjit	vőjét
vőlegénnek	vőlegénynek
vőlegíny	vőlegény
wabererís	waberer's
yúkok	tyúkok
zamankó	zimankó
zamankóval	zimankóval
zarow-ban	zarowban
zeg-zugát	zegzugát
zelletségöm	zelletségem
zenes	zenés
zivatarkó	zivatarkor
zsebbeváól	zsebbevaló
zsebbeváólt	zsebbevalót
zsebibe	zsebébe
zsebiben	zsebében
zsebibő	zsebéből
zsebiből	zsebéből
zsebihez	zsebéhez
zsebjét	zsebét
zsebkendőjibe	zsebkendőjébe
zsebkendőjibő	zsebkendőjéből
zsebkendőjivel	zsebkendőjével
zsebkésit	zsebkését
zsemlébűl	zsemléből
zsenge	zsenge
zsidaóho	zsidóhoz
zsidóktúl	zsidóktól
zsippzsupp	zsipp-zsupp
zsiros	zsíros
zsivány-tanyára	zsiványtanyára
zsupot	zsúpot
zsuppsz	zsupsz
zsuzsikárú	zsuzsikáról
zsákokot	zsákokat
zsákuk	zsákjuk
zsírónk	zsírunk
zuza	zúza
zuzmarás	zúzmarás
zuzmarával	zúzmarával
zuzája	zúzája
zuzájukat	zúzájukat
zuzáját	zúzáját
zuzánkat	zúzánkat
zuzát	zúzát
zádában	zárdában
záporessőü	záporeső
zárnyi	zárni
zárüló	záruló
zércsengő	rézcsengő
zën	én
zöldet-vereset	zöldet-vöröset
zúdittanak	zúdítanak
ződ	zöld
ződbűl	zöldből
ződág	zöldág
Ëccër	egyszer
Ëgyszër	egyszer
Ëgyszërcsak	egyszercsak
Ëleég	elég
ábrázattyát	ábrázatát
ád	ad
ádám-bűzt	ádámbűzt
ágaot	ágat
ágassat	ágast
ágastul-bogastul	agastól-bogastól
ágrúl	ágról
águ	ágú
ágyből	ágyból
ágyokba	ágyukba
ágyrul	ágyról
ágyáho	ágyához
ágyónk	ágyunk
áhítat	áhitat
áldozatúl	áldozatul
áldásbó	áldásból
áldástokat	áldásotokat
álj	állj
áljon	álljon
államkimcstártól	államkincstártól
állana	állna
állandójan	állandóan
állani	állni
állanod	állnod
állanunk	állnunk
állanyi	állni
állanál	állnál
állanánk	állnánk
állapodniok	állapodniuk
állapotja	állapota
állat-alakban	állatalakban
állatjába	állatába
állatját	állatát
állatjával	állatával
állatokot	állatokat
állatók	állatok
állit	állít
állitanak	állítanak
állitják	állítják
állitom	állítom
állittom	állítom
állittsák	állítsák
állitva	állítva
állitólag	állítólag
álljonak	álljanak
állkapczáját	állkapcáját
állniok	állniuk
állotra	állatra
álltal	által
álltának	álltak
állyék	álljék
állëtva	állítva
állítottta	állította
álmodol	álmodsz
álmossak	álmosak
álta	által
általmegyen	általmegy
általra	általa
álásan	alássan
ámment	áment
ámodik	álmodik
ángyitó	ángyitól
áprillillillis	április
áprillillis	április
áradatja	áradata
árbevételnövekedés	árbevétel-növekedés
árbevételnövekedése	árbevétel-növekedése
árbevételszinthez	árbevétel-szinthez
árfolyam-sávját	árfolyamsávját
árfolyampoliikáról	árfolyampolitikáról
ármenetileg	átmenetileg
árnyíkos	árnyékos
árnyíkában	arnyékában
árokbúl	árokból
árol	árul
árolnék	árulnék
árolt	árult
árpa-kötni	kötni
árpádnak	Árpádnak
áruház-láncnak	áruházláncnak
árább	arrébb
árús	árus
árúsnak	árusnak
árúsok	árusok
áskáóldni	áskálódni
ásnyi	ásni
áspis-kigyó	áspiskígyó
áspis-kigyóval	áspiskígyóval
átaladja	általadja
átaladják	általadják
átaladta	általadta
átaladták	általadták
átalbucskázott	általbucskázott
átalbukik	általbukik
átalbújni	általbújni
átalbütyközteti	átalbütyközteti
átalcsapni	általcsapni
átalcsapom	általcsapom
átalcsapott	általcsapott
átaldobta	általdobta
átalevez	általevez
átalgázolt	általgázol
átalhozom	általhozom
átaljutottak	általjutottak
átaljutsz	általjutsz
átaljön	általjön
átallátogatott	átlátogatott
átallépett	átlépett
átalléptek	átléptek
átalmehettek	átmehettek
átalmenned	átmenned
átalmenni	átmenni
átalment	átment
átalmászott	átmászott
átalmönyön	átmegy
átaltörhetett	áttörhetett
átaltörte	áttörte
átalugrott	átugrott
átalvarázsollak	átvarázsollak
átalvergődött	átvergődött
átalvette	átvette
átalviszlek	átviszlek
átalérje	általér
átalértek	általértek
átalúszik	átúszik
átalúsznak	általúsznak
átat	áltat
áthajitja	áthajítja
áthajitják	áthajítják
átkajabálták	átkiabáltak
átlopakodhassék	átlopakodhasson
átlábolni	átlábal
átlëpik	átlépik
átlíp	átlép
átmenek	átmegyek
átmégy	átmész
átmönt	átment
átnyujtott	átnyújtott
átnyujtotta	átnyújtotta
átoladta	átadta
átt	át
áttőrülgeted	áttörölgeted
átvennyi	átvenni
átvergelődni	átvergődni
átváltoztatád	átváltoztattad
átán	aztán
átírhetett	átérhetett
átúgorja	átugorja
ázs	az
ázzík	ázzon
ébredel	ébredsz
ébredeznyi	ébredni
ébredjön	ébredjen
ébresztenni	ébreszteni
ébresztöttél	ébresztettél
écakára	éjszakára
éccaka	éjszaka
éccakai	éjszakai
éccakakákon	éjszakákon
éccakáján	éjszakáján
éccakára	éjszakára
éccakázás	éjszakázás
écczaka	éjszaka
écczakának	éjszakának
écczakára	éjszakára
éd'sanyám	édesanyám
édesannya	édesanya
édesanyika	édesanya
édesanyjok	édesanyjuk
édesanyámot	édesanyámat
édesanyámval	édesanyámmal
édesapjok	édesapjuk
édesapámot	édesapámat
édesapámval	édesapámmal
édesatyjik	édesatyjuk
édesfiukkal	édesfiúkkal
édessígre	édességre
édws	édes
édës	édes
édös	édes
édösanyját	édesanyját
édösanyám	édesanyám
édösapám	édesapám
éfiak	ifjak
éfiakat	ifjakat
éfiú	ifjú
éfjú	ifjú
éfé	éjfél
éfél	éjfél
éféli	éjféli
éfélig	éjfélig
éfélikor	éjfélkor
égbül	égből
égrűl	égről
égött	égett
éhel	éhen
éhessen	éhesen
éhezniök	éhezniük
éhinségtől	éhínségől
éhségibe	éhségébe
éhségit	éhségét
éhön	éhen
éhös	éhes
éjcakának	éjszakának
éjczaka	éjszaka
éjelen	éjjelen
éjelén	éjjelen
éjet	éjt
éjféltő	éjféltől
éjje	éjjel
éjjelenkint	éjjelenként
éjjelit	éjjelt
éjjfélkor	éjfélkor
éjszakról	északról
éjtszaka	éjszaka
ékszerbül	ékszerből
élebe	életbe
éledözni	éledezni
életböl	életből
életedvel	életeddel
életinek	életének
életje	élete
életjire	életére
életrű	életről
életyik	életük
életyikbe	életükbe
életyiket	életüket
életyinek	életének
életödnek	életednek
életöknek	életüknek
életöm	életem
életömet	életemet
életömöt	életemet
életü	életű
élhettök	élhettek
élire	élére
élit	élét
élivel	élével
éll	él
élletödnek	életednek
élniök	élniük
élök	élek
élös	éles
élőnk	élünk
élőtények	élőlények
énekelek	énekelek
éneköl	énekel
énekölgetni	énekelgetni
énekölnek	énekelnek
énekölt	énekelt
énekölte	énekelte
éneköltek	énekeltek
énelőttem	előttem
éngem	engem
éngemet	engem
énmellettem	mellettem
énmiattam	miattam
énneköm	énnekem
énnékem	énnekem
énrajtam	rajtam
énreám	rám
éntüllem	éntőlem
énvelem	velem
énvéllem	velem
énértem	értem
épen	éppen
éppeg	éppen
épségit	épségét
éptítőipar	építőipar
építnek	építenek
építötte	építette
épíőtipar	építőipar
épúgy	éppúgy
érbevételt	árbevételt
érdemlenétek	érdemelnétek
ére	erre
érette	érte
éretted	érted
érettem	értem
érettük	értük
éreztík	érezték
érgy	érj
érre	erre
értel	értesz
értékpapír-piac	értékpapírpiac
értékőzsde	értéktőzsde
értök	értük
értöttek	értettek
érvényös	érvényes
érébb	errébb
érékesítését	értékesítését
érëztem	éreztem
észak-amerikai	észak-amerikai
észak-keleten	északkeleten
északa	éjszaka
északről	északról
észreveszen	észrevesz
észrevétlenűl	észrevétlenül
észrevötte	észrevette
észrevötték	észrevették
étcaka	éjszaka
étekezel	étkezel
ételekbő	ételekből
ételëm	ételem
étessé	etess
étessék	etessék
éteti	eteti
étetni	etetni
étette	etette
étlen-szonnyan	étlen-szomjan
évforduól	évforduló
évtő	évtől
ëcaka	éjszaka
ëccaka	éjszaka
ëccër	egyszer
ëeggyik	egyik
ëegy	egy
ëggy	egy
ëggyik	egyik
ëgy	egy
ëgyënëst	egyenest
ël	el
ëmultam	elmúltam
ënnyi	ennyi
ërez	érez
ëri	éri
ës	és
ëstaóriát	históriát
ëstállóajtó	istállóajtó
ësz	esz
ëszik	eszik
ëszt	ezt
ët	őt
íbredtem	ébredtem
íccaka	éjszaka
ídesapjához	édesapjához
ífitájba	éjféltájba
ígek	égek
ígesd	égesd
ígesse	égesse
ígessem	égessem
ígett	égett
ígjen	égjen
ígnek	égnek
ígtek	égtek
ígyál	igyál
ígérté	ígértél
ígétt	égett
ígírtem	ígértem
ígízís	igézés
ígünk	égünk
ígő	égő
íhesebb	éhesebb
íhezem	éhezem
íhezzen	éhezzen
íhsíg	éhség
íjjel	éjjel
íjjeliszekrényre	éjjeliszekrényre
íjjelre	éjjelre
íl	él
ílek	élek
ílelmet	élelmet
íletbe	életbe
íletben	életben
íletednek	életednek
íletem	életem
íletemben	életemben
íletit	életét
ílettörténetit	élettörténetét
íletünknek	életünknek
ílhetsz	élhetsz
ílhetünk	élhetünk
íljen	éljen
íljetek	éljetek
íllek	illek
íllyen	ilyen
íllyet	ilyet
ílnek	élnek
ílni	élni
ílnének	élnének
íltek	éltek
ílével	élével
ílő	élő
ímhogy	ímhogy
ímé	íme
ínait	inait
ínni	inni
íntett	intett
ínég	még
ípen	épen
ípítenni	építeni
ípített	épített
ípítette	építette
ípítettek	építettek
ípítettem	építettem
ípíts	építs
ípítsen	építsen
ípíttetek	építettek
ípíttetett	építtetett
ípüllet	épület
ípülletben	épületben
ípülletet	épületet
ípülletre	épületre
ípülve	épülve
írezd	érezd
írezte	érezte
írje	érje
írjen	érjen
írkezett	érkezett
írkezik	érkezik
írkeznek	érkeznek
írkeztek	érkeztek
írkezzék	érkezzék
írkézett	érkezett
írnyi	írni
írte	érte
írted	érted
írtek	értek
írtem	értem
írtetek	értetek
írteti	érinti
írtette	értette
írtettem	értettem
írtík	érték
írtünk	értünk
írányban	irányban
írő	érő
ítel	étel
ítel-ital	étel-ital
ítelek	ételek
íteleket	ételeket
ítilték	ítélték
íztán	aztán
ízzó	izzó
ócsóbban	olcsóbban
ócsón	olcsón
ódala	oldala
ódalamot	oldalamat
ódalba	oldalba
ódalgott	oldalgott
ódalházba	oldalházba
ódalon	oldalon
ódalszoba	oldalszoba
ódalszobába	oldalszobába
ódalvarrásába	oldalvarrásába
ódalába	oldalába
ódalábúl	oldalából
ódalához	oldalához
ódaláná	oldalánál
ódalára	oldalára
ódalát	oldalát
ódja	oldja
ódjam	oldjam
ógy	úgy
óirás	óriás
ólónk	ólunk
óperenciás-tengeren	óperenciás-tenger
órakkor	órakor
órijás	óriás
óriás-szellem	óriásszellem
óriásokot	óriásokat
órjás	óriás
ót	olt
ótat	oltot
ótba	oltba
ótnak	oltnak
óton	olton
ótt	ott
ótvarat	ótvart
ótók	autók
óvad	olvad
öbreszteni	ébreszteni
öccsi	öccse
öccsinek	öccsének
öccsit	öccsét
ög	igen
ögyvez	özvegy
ögyél	egyél
öket	őket
öklelésibe	öklelésébe
öklivel	öklével
ökrihez	ökréhez
ökrököt	ökröket
ökröstűl	ökröstül
ökörbűl	ökörből
ökörhö	ökörhöz
ökörje	ökre
öleget	eleget
ölelgetyi	ölelgeti
öletnyi	öletni
ölibe	ölébe
öljík	öljék
öljítek	öljétek
öltözetü	öltözetű
ölégnek	elégnek
öncsëk	öntsék
önttettek	öntettek
ördöggye	ördöge
ördögt	ördögöt
ördöngősséget	ördöngösséget
ördöngősségre	ördöngösségre
öreg-rend	öregrend
öreganyámtul	öreganyámtól
öregapámtul	öregapámtól
öregapámtú	öregapámtól
öregasszon	öregasszony
öregasszonka	öregasszonyka
öregaszszony	öregasszony
öregbitik	öregbítik
öregektül	öregektől
öregembör	öregember
öregembörhöz	öregemberhez
öregembört	öregembert
öregségire	öregségére
öregök	öregek
öregöket	öregeket
öregöt	öreget
örendezett	örvendezett
örödögöt	ördögöt
örök-tartott	öröktartott
örökkös	örökös
örökétig	örökkétig
örömi	öröme
örömibe	örömébe
örömiben	örömében
örömire	örömére
örűlni	örülni
örűlt	örült
örűlünk	örülünk
örűt	örült
örűtek	örültek
ösmerném	ismerném
ösmert	ismert
ösmertem	ismertem
ösmertük	ismertük
ösmerëk	ismerek
össz-árbevétele	összárbevétel
összecsdült	összecsődült
összecsibbette	összecsípte
összedűl	összedől
összedűlt	összedőlt
összegyüjtött	összegyűjtött
összegyülnek	összegyűlnek
összegyüttek	összejöttek
összemarakodónk	összemarakodunk
összepakkolja	összepakolja
összeragatt	összeragadt
összeraktyák	összerakják
összeszedtík	összeszedték
összeszúrgálják	összeszurkálják
összetanákozik	összetalálkozik
összetanálkozott	összetalálkozott
összevarta	összevarrta
összevérözte	összevérezte
összeának	összeállnak
összeër	összeér
összeö	össze
összëmorizsgatod	összemorizsgatod
összëtörve	összetörve
ösvínyre	ösvényre
öszeszedik	összeszedik
öszik	eszik
ösznek	esznek
ötte	ette
ötték	ették
ötvel	öttel
ötyig	ötig
ötöd-kakasszókor	ötödkakasszókor
övezet-város	övezetváros
övött	evett
övős	evős
úccába	utcába
úcska	ócska
údvara	udvara
údvarra	udvarra
úgat	ugat
úgranak	ugranak
úgyahogy	úgy-ahogy
új-évkor	újévkor
úja	ujja
újad	ujjad
újbars	újbars
újbó	újból
újbúl	újból
újbút	újból
újhód	újhold
újhódkor	újholdkor
újj	ujj
újja	ujja
újjadda	ujjaddal
újjal	ujjal
újján	ujján
újját	ujját
újjával	ujjával
újjér	újért
újlag	újólag
újvároson	újvároson
újvárossra	újvárosra
úját	ujját
úra	ura
úrfelmutáskor	úrfelmutatáskor
úrhó	úrhoz
úrtúl	úrtól
úró	úrul
útadban	utadban
útadot	utadat
útak	utak
útat	utat
útazik	utazik
útaztak	utaztak
útazzunk	utazzunk
útazása	utazása
útazó	utazó
útcán	utcán
úthó	úthoz
útikőtséget	útiköltséget
útilevelet	útlevelet
útilevelét	útlevelét
útilevél	útlevél
útjok	útjuk
útjokat	útjukat
útjokban	útjukban
útjukot	útjukat
útjúkra	útjukra
útközbe	útközben
útni-verni	ütni-verni
útravaólt	útravalót
útszílben	útszélben
útszílen	útszélen
úttallat	utálat
üdeig	ideig
üdeje	ideje
üdes	édes
üdnepnapon	ünnepnapon
üdveért	üdvéért
üdvözletöt	üdvözletet
üdvözüőve	üdvözülve
üdvözűl	üdvözül
üdvüsségét	üdvösségét
üdő	idő
üdőbe	időbe
üdőben	időben
üdőket	időket
üdőkrül	időkről
üdőt	időt
üdőtőtést	időtöltést
üdővel	idővel
üdűbe	időbe
ügye	ugye
ügyekezett	igyekezett
ügyeközött	igyekezett
ügyesenn	ügyesen
ügyesön	ügyesen
ügyfél-megbízásokon	ügyfélmegbízásokon
ügyibe	ügyébe
ügyibevaló	ügyébevaló
üjjön	üljön
üjjünk	üljünk
ük	ők
üket	őket
üköt	őket
üldögéll	üldögél
ülete	ülepe
üljönek	üljenek
üllore	üllőre
üllyön	üljön
ülnyi	ülni
ültessítek	ültessétek
ültetnyi	ültetni
ültetík	ültetik
ültiben	ültében
ültömből	ültemből
ülőhelyiből	ülőhelyéből
ümög	ümög
üneki	őneki
ünge	inge
üregasszony	öregasszony
üsmerem	ismerem
üsmeretlen	ismeretlen
üszöget	üszköt
üszőborju	üszőborjú
ütet	őt
üthetyik	üthetik
ütte	ütötte
üttek	ütöttek
üttem	ütöttem
üttíl	ütöttél
ütyi-vágja	üti-vágja
ütöttkopott	ütött-kopott
üvegbő	üvegből
üveghegyrő	üveghegyről
üvegët	üvegét
üvegöcskét	üvegecskét
üvék	övék
üzemanyag-cellás	üzemanyagcellás
üzemanyag-kártyák	üzemanyagkártyák
üzletektül	üzletektől
üzletrész-eladásnak	üzletrészeladásnak
üzletág-vezető	üzletágvezető
üőt	őt
üőtöztetnek	öltöztetnek
őfelséges	őfelsége
őfelségit	őfelségét
őfőséginek	őfelségének
